heat_no,grade,width_mm,thickness_mm,stage,enter_time,start_time,proc_end_time,exit_time,equipment,reason_code,due_date
H0076,SS400,1000,280,mold,2026-06-02 09:17:38.591459258,2026-06-02 09:17:38.591459258,2026-06-02 09:35:09.165356122,2026-06-02 09:35:09.165356122,MOLD-1,폭변경셋업,2026-06-02 13:42:09.553878743
H0076,SS400,1000,280,cooling,2026-06-02 09:35:09.165356122,2026-06-02 09:35:09.165356122,2026-06-02 09:54:14.423036501,2026-06-02 09:54:14.423036501,COOLING-3,,2026-06-02 13:42:09.553878743
H0076,SS400,1000,280,yard,2026-06-02 09:54:14.423036501,2026-06-02 09:54:14.423036501,2026-06-02 10:01:42.742770426,2026-06-02 10:01:42.742770426,YARD-1,,2026-06-02 13:42:09.553878743
H0077,SS400,1450,205,ld,2026-06-02 08:36:32.560989952,2026-06-02 08:36:32.560989952,2026-06-02 09:03:39.377044151,2026-06-02 09:03:39.377044151,LD-1,온도조정,2026-06-02 18:29:43.012517065
H0077,SS400,1450,205,lf_wait,2026-06-02 09:03:39.377044151,2026-06-02 09:03:39.377044151,2026-06-02 09:09:20.099177262,2026-06-02 09:09:20.099177262,LF_WAIT-2,,2026-06-02 18:29:43.012517065
H0077,SS400,1450,205,tundish,2026-06-02 09:09:20.099177262,2026-06-02 09:17:38.591459258,2026-06-02 09:22:59.519056177,2026-06-02 09:35:09.165356122,TUNDISH-1,,2026-06-02 18:29:43.012517065
H0077,SS400,1450,205,mold,2026-06-02 09:35:09.165356122,2026-06-02 09:35:09.165356122,2026-06-02 09:52:31.107188503,2026-06-02 09:52:31.107188503,MOLD-1,폭변경셋업,2026-06-02 18:29:43.012517065
H0077,SS400,1450,205,cooling,2026-06-02 09:52:31.107188503,2026-06-02 09:52:31.107188503,2026-06-02 10:10:15.359604036,2026-06-02 10:10:15.359604036,COOLING-1,,2026-06-02 18:29:43.012517065
H0077,SS400,1450,205,yard,2026-06-02 10:10:15.359604036,2026-06-02 10:10:15.359604036,2026-06-02 10:17:20.934850609,2026-06-02 10:17:20.934850609,YARD-1,,2026-06-02 18:29:43.012517065
H0078,API5L,1450,280,ld,2026-06-02 08:55:43.746719619,2026-06-02 08:55:43.746719619,2026-06-02 09:02:32.857207912,2026-06-02 09:02:32.857207912,LD-1,,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,lf_wait,2026-06-02 09:02:32.857207912,2026-06-02 09:02:32.857207912,2026-06-02 09:07:44.182873700,2026-06-02 09:07:44.182873700,LF_WAIT-3,,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,rh,2026-06-02 09:07:44.182873700,2026-06-02 09:07:44.182873700,2026-06-02 09:35:43.861780519,2026-06-02 09:35:43.861780519,RH-1,,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,tundish,2026-06-02 09:35:43.861780519,2026-06-02 09:35:43.861780519,2026-06-02 09:41:35.307578606,2026-06-02 09:52:31.107188503,TUNDISH-1,,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,mold,2026-06-02 09:52:31.107188503,2026-06-02 09:52:31.107188503,2026-06-02 10:15:31.341905576,2026-06-02 10:15:31.341905576,MOLD-1,강종전환셋업,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,cooling,2026-06-02 10:15:31.341905576,2026-06-02 10:15:31.341905576,2026-06-02 10:31:05.162078879,2026-06-02 10:31:05.162078879,COOLING-2,,2026-06-02 13:44:16.562473458
H0078,API5L,1450,280,yard,2026-06-02 10:31:05.162078879,2026-06-02 10:31:05.162078879,2026-06-02 10:36:52.362047838,2026-06-02 10:36:52.362047838,YARD-1,,2026-06-02 13:44:16.562473458
H0079,SUS304,1550,242,ld,2026-06-02 09:17:05.571985467,2026-06-02 09:17:05.571985467,2026-06-02 09:23:14.492984636,2026-06-02 09:23:14.492984636,LD-1,,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,lf_wait,2026-06-02 09:23:14.492984636,2026-06-02 09:23:14.492984636,2026-06-02 09:29:23.815059889,2026-06-02 09:29:23.815059889,LF_WAIT-1,,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,lf,2026-06-02 09:29:23.815059889,2026-06-02 09:29:23.815059889,2026-06-02 09:47:08.278883361,2026-06-02 09:47:08.278883361,LF-1,,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,tundish,2026-06-02 09:47:08.278883361,2026-06-02 09:52:31.107188503,2026-06-02 09:59:16.765051223,2026-06-02 10:15:31.341905576,TUNDISH-1,,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,mold,2026-06-02 10:15:31.341905576,2026-06-02 10:15:31.341905576,2026-06-02 10:37:08.981129613,2026-06-02 10:37:08.981129613,MOLD-1,강종전환셋업,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,cooling,2026-06-02 10:37:08.981129613,2026-06-02 10:37:08.981129613,2026-06-02 10:55:30.364983302,2026-06-02 10:55:30.364983302,COOLING-4,,2026-06-02 18:04:51.368074260
H0079,SUS304,1550,242,yard,2026-06-02 10:55:30.364983302,2026-06-02 10:55:30.364983302,2026-06-02 11:02:59.659119039,2026-06-02 11:02:59.659119039,YARD-1,,2026-06-02 18:04:51.368074260
H0080,SUS304,1000,210,ld,2026-06-02 09:38:18.700777281,2026-06-02 09:38:18.700777281,2026-06-02 09:44:28.912647167,2026-06-02 09:44:28.912647167,LD-1,,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,lf_wait,2026-06-02 09:44:28.912647167,2026-06-02 09:44:28.912647167,2026-06-02 09:49:58.909494344,2026-06-02 09:49:58.909494344,LF_WAIT-3,,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,lf,2026-06-02 09:49:58.909494344,2026-06-02 09:49:58.909494344,2026-06-02 10:08:30.069507321,2026-06-02 10:08:30.069507321,LF-1,,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,tundish,2026-06-02 10:08:30.069507321,2026-06-02 10:15:31.341905576,2026-06-02 10:22:48.613346817,2026-06-02 10:37:08.981129613,TUNDISH-1,,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,mold,2026-06-02 10:37:08.981129613,2026-06-02 10:37:08.981129613,2026-06-02 10:54:59.716629310,2026-06-02 10:54:59.716629310,MOLD-1,폭변경셋업,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,cooling,2026-06-02 10:54:59.716629310,2026-06-02 10:54:59.716629310,2026-06-02 11:10:42.495313094,2026-06-02 11:10:42.495313094,COOLING-3,,2026-06-02 15:24:44.523683032
H0080,SUS304,1000,210,yard,2026-06-02 11:10:42.495313094,2026-06-02 11:10:42.495313094,2026-06-02 11:16:46.989586431,2026-06-02 11:16:46.989586431,YARD-1,,2026-06-02 15:24:44.523683032
H0081,API5L,1050,203,ld,2026-06-02 09:58:34.267072407,2026-06-02 09:58:34.267072407,2026-06-02 10:14:41.354026373,2026-06-02 10:14:41.354026373,LD-1,온도조정,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,lf_wait,2026-06-02 10:14:41.354026373,2026-06-02 10:14:41.354026373,2026-06-02 10:20:39.503710259,2026-06-02 10:20:39.503710259,LF_WAIT-2,,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,rh,2026-06-02 10:20:39.503710259,2026-06-02 10:20:39.503710259,2026-06-02 10:41:22.157656871,2026-06-02 10:41:22.157656871,RH-1,,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,tundish,2026-06-02 10:41:22.157656871,2026-06-02 10:41:22.157656871,2026-06-02 10:47:32.946506765,2026-06-02 10:54:59.716629310,TUNDISH-1,,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,mold,2026-06-02 10:54:59.716629310,2026-06-02 10:54:59.716629310,2026-06-02 11:13:47.249898971,2026-06-02 11:13:47.249898971,MOLD-1,강종전환셋업,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,cooling,2026-06-02 11:13:47.249898971,2026-06-02 11:13:47.249898971,2026-06-02 11:31:43.772276789,2026-06-02 11:31:43.772276789,COOLING-1,,2026-06-02 17:37:17.841784137
H0081,API5L,1050,203,yard,2026-06-02 11:31:43.772276789,2026-06-02 11:31:43.772276789,2026-06-02 11:37:29.903603136,2026-06-02 11:37:29.903603136,YARD-1,,2026-06-02 17:37:17.841784137
H0082,SUS304,1050,263,ld,2026-06-02 10:21:04.258865810,2026-06-02 10:21:04.258865810,2026-06-02 10:26:27.216449160,2026-06-02 10:26:27.216449160,LD-1,,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,lf_wait,2026-06-02 10:26:27.216449160,2026-06-02 10:26:27.216449160,2026-06-02 10:33:14.597893973,2026-06-02 10:33:14.597893973,LF_WAIT-1,,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,lf,2026-06-02 10:33:14.597893973,2026-06-02 10:33:14.597893973,2026-06-02 10:52:56.928836926,2026-06-02 10:52:56.928836926,LF-1,,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,tundish,2026-06-02 10:52:56.928836926,2026-06-02 10:54:59.716629310,2026-06-02 11:02:29.519182775,2026-06-02 11:13:47.249898971,TUNDISH-1,,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,mold,2026-06-02 11:13:47.249898971,2026-06-02 11:13:47.249898971,2026-06-02 11:31:04.998417380,2026-06-02 11:31:04.998417380,MOLD-1,강종전환셋업,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,cooling,2026-06-02 11:31:04.998417380,2026-06-02 11:31:04.998417380,2026-06-02 11:51:31.174211745,2026-06-02 11:51:31.174211745,COOLING-2,,2026-06-02 19:49:56.776991374
H0082,SUS304,1050,263,yard,2026-06-02 11:51:31.174211745,2026-06-02 11:51:31.174211745,2026-06-02 11:58:33.888115188,2026-06-02 11:58:33.888115188,YARD-1,,2026-06-02 19:49:56.776991374
H0083,API5L,1550,244,ld,2026-06-02 10:42:50.289716836,2026-06-02 10:42:50.289716836,2026-06-02 10:48:38.101885556,2026-06-02 10:48:38.101885556,LD-1,,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,lf_wait,2026-06-02 10:48:38.101885556,2026-06-02 10:48:38.101885556,2026-06-02 10:54:06.782641458,2026-06-02 10:54:06.782641458,LF_WAIT-3,,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,rh,2026-06-02 10:54:06.782641458,2026-06-02 10:54:06.782641458,2026-06-02 11:21:14.108932894,2026-06-02 11:21:14.108932894,RH-1,,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,tundish,2026-06-02 11:21:14.108932894,2026-06-02 11:21:14.108932894,2026-06-02 11:27:12.163807263,2026-06-02 11:31:04.998417380,TUNDISH-1,,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,mold,2026-06-02 11:31:04.998417380,2026-06-02 11:31:04.998417380,2026-06-02 11:56:45.860233338,2026-06-02 11:56:45.860233338,MOLD-1,강종전환셋업,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,cooling,2026-06-02 11:56:45.860233338,2026-06-02 11:56:45.860233338,2026-06-02 12:15:37.277710315,2026-06-02 12:15:37.277710315,COOLING-4,,2026-06-02 18:00:50.228102552
H0083,API5L,1550,244,yard,2026-06-02 12:15:37.277710315,2026-06-02 12:15:37.277710315,2026-06-02 12:22:05.685656939,2026-06-02 12:22:05.685656939,YARD-1,,2026-06-02 18:00:50.228102552
H0084,API5L,1050,278,ld,2026-06-02 11:04:32.219147240,2026-06-02 11:04:32.219147240,2026-06-02 11:10:35.554184471,2026-06-02 11:10:35.554184471,LD-1,,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,lf_wait,2026-06-02 11:10:35.554184471,2026-06-02 11:10:35.554184471,2026-06-02 11:16:50.481960298,2026-06-02 11:16:50.481960298,LF_WAIT-2,,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,rh,2026-06-02 11:16:50.481960298,2026-06-02 11:21:14.108932894,2026-06-02 11:45:33.942644713,2026-06-02 11:45:33.942644713,RH-1,,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,tundish,2026-06-02 11:45:33.942644713,2026-06-02 11:45:33.942644713,2026-06-02 11:50:57.989701358,2026-06-02 11:56:45.860233338,TUNDISH-1,,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,mold,2026-06-02 11:56:45.860233338,2026-06-02 11:56:45.860233338,2026-06-02 12:12:11.019726939,2026-06-02 12:12:11.019726939,MOLD-1,폭변경셋업,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,cooling,2026-06-02 12:12:11.019726939,2026-06-02 12:12:11.019726939,2026-06-02 12:28:24.460278780,2026-06-02 12:28:24.460278780,COOLING-3,,2026-06-02 15:28:12.378221015
H0084,API5L,1050,278,yard,2026-06-02 12:28:24.460278780,2026-06-02 12:28:24.460278780,2026-06-02 12:34:49.847974659,2026-06-02 12:34:49.847974659,YARD-1,,2026-06-02 15:28:12.378221015
H0085,API5L,1050,255,ld,2026-06-02 11:24:00.687308747,2026-06-02 11:24:00.687308747,2026-06-02 11:31:06.407584878,2026-06-02 11:31:06.407584878,LD-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,lf_wait,2026-06-02 11:31:06.407584878,2026-06-02 11:31:06.407584878,2026-06-02 11:36:56.201519042,2026-06-02 11:36:56.201519042,LF_WAIT-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,rh,2026-06-02 11:36:56.201519042,2026-06-02 11:45:33.942644713,2026-06-02 12:14:56.351638617,2026-06-02 12:14:56.351638617,RH-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,tundish,2026-06-02 12:14:56.351638617,2026-06-02 12:14:56.351638617,2026-06-02 12:22:18.789210317,2026-06-02 12:22:18.789210317,TUNDISH-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,mold,2026-06-02 12:22:18.789210317,2026-06-02 12:22:18.789210317,2026-06-02 12:33:52.595123673,2026-06-02 12:33:52.595123673,MOLD-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,cooling,2026-06-02 12:33:52.595123673,2026-06-02 12:33:52.595123673,2026-06-02 12:50:35.397552889,2026-06-02 12:50:35.397552889,COOLING-1,,2026-06-02 20:36:34.058461005
H0085,API5L,1050,255,yard,2026-06-02 12:50:35.397552889,2026-06-02 12:50:35.397552889,2026-06-02 12:56:20.918501671,2026-06-02 12:56:20.918501671,YARD-1,,2026-06-02 20:36:34.058461005
H0086,SS400,1000,264,ld,2026-06-02 11:45:33.836982551,2026-06-02 11:45:33.836982551,2026-06-02 11:52:03.450078715,2026-06-02 11:52:03.450078715,LD-1,,2026-06-02 19:18:36.899401389
H0086,SS400,1000,264,lf_wait,2026-06-02 11:52:03.450078715,2026-06-02 11:52:03.450078715,2026-06-02 11:58:39.375081705,2026-06-02 11:58:39.375081705,LF_WAIT-3,,2026-06-02 19:18:36.899401389
H0086,SS400,1000,264,tundish,2026-06-02 11:58:39.375081705,2026-06-02 12:22:18.789210317,2026-06-02 12:28:13.406430788,2026-06-02 12:33:52.595123673,TUNDISH-1,,2026-06-02 19:18:36.899401389
H0086,SS400,1000,264,mold,2026-06-02 12:33:52.595123673,2026-06-02 12:33:52.595123673,2026-06-02 12:55:27.420312070,2026-06-02 12:55:27.420312070,MOLD-1,강종전환셋업,2026-06-02 19:18:36.899401389
H0086,SS400,1000,264,cooling,2026-06-02 12:55:27.420312070,2026-06-02 12:55:27.420312070,2026-06-02 13:17:35.192552985,2026-06-02 13:17:35.192552985,COOLING-2,,2026-06-02 19:18:36.899401389
H0086,SS400,1000,264,yard,2026-06-02 13:17:35.192552985,2026-06-02 13:17:35.192552985,2026-06-02 13:23:19.303003712,2026-06-02 13:23:19.303003712,YARD-1,,2026-06-02 19:18:36.899401389
H0087,SS400,1500,281,ld,2026-06-02 12:04:07.268615659,2026-06-02 12:04:07.268615659,2026-06-02 12:10:31.831773289,2026-06-02 12:10:31.831773289,LD-1,,2026-06-02 21:24:09.601254956
H0087,SS400,1500,281,lf_wait,2026-06-02 12:10:31.831773289,2026-06-02 12:10:31.831773289,2026-06-02 12:16:21.333325554,2026-06-02 12:16:21.333325554,LF_WAIT-2,,2026-06-02 21:24:09.601254956
H0087,SS400,1500,281,tundish,2026-06-02 12:16:21.333325554,2026-06-02 12:33:52.595123673,2026-06-02 12:40:54.853424950,2026-06-02 12:55:27.420312070,TUNDISH-1,,2026-06-02 21:24:09.601254956
H0087,SS400,1500,281,mold,2026-06-02 12:55:27.420312070,2026-06-02 12:55:27.420312070,2026-06-02 13:13:35.308279562,2026-06-02 13:13:35.308279562,MOLD-1,폭변경셋업,2026-06-02 21:24:09.601254956
H0087,SS400,1500,281,cooling,2026-06-02 13:13:35.308279562,2026-06-02 13:13:35.308279562,2026-06-02 13:31:52.856873926,2026-06-02 13:31:52.856873926,COOLING-4,,2026-06-02 21:24:09.601254956
H0087,SS400,1500,281,yard,2026-06-02 13:31:52.856873926,2026-06-02 13:31:52.856873926,2026-06-02 13:37:47.844603768,2026-06-02 13:37:47.844603768,YARD-1,,2026-06-02 21:24:09.601254956
H0088,API5L,1250,293,ld,2026-06-02 12:28:57.125608672,2026-06-02 12:28:57.125608672,2026-06-02 12:35:00.540800105,2026-06-02 12:35:00.540800105,LD-1,,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,lf_wait,2026-06-02 12:35:00.540800105,2026-06-02 12:35:00.540800105,2026-06-02 12:41:20.697939412,2026-06-02 12:41:20.697939412,LF_WAIT-1,,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,rh,2026-06-02 12:41:20.697939412,2026-06-02 12:41:20.697939412,2026-06-02 13:04:03.938947311,2026-06-02 13:04:03.938947311,RH-1,,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,tundish,2026-06-02 13:04:03.938947311,2026-06-02 13:04:03.938947311,2026-06-02 13:10:14.680773038,2026-06-02 13:13:35.308279562,TUNDISH-1,,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,mold,2026-06-02 13:13:35.308279562,2026-06-02 13:13:35.308279562,2026-06-02 13:35:42.221164973,2026-06-02 13:35:42.221164973,MOLD-1,강종전환셋업,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,cooling,2026-06-02 13:35:42.221164973,2026-06-02 13:35:42.221164973,2026-06-02 13:54:00.855374093,2026-06-02 13:54:00.855374093,COOLING-3,,2026-06-02 18:33:17.129719813
H0088,API5L,1250,293,yard,2026-06-02 13:54:00.855374093,2026-06-02 13:54:00.855374093,2026-06-02 14:01:16.788133191,2026-06-02 14:01:16.788133191,YARD-1,,2026-06-02 18:33:17.129719813
H0089,API5L,1550,240,ld,2026-06-02 12:46:45.560184293,2026-06-02 12:46:45.560184293,2026-06-02 12:54:14.979779490,2026-06-02 12:54:14.979779490,LD-1,,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,lf_wait,2026-06-02 12:54:14.979779490,2026-06-02 12:54:14.979779490,2026-06-02 13:01:27.566675048,2026-06-02 13:01:27.566675048,LF_WAIT-3,,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,rh,2026-06-02 13:01:27.566675048,2026-06-02 13:04:03.938947311,2026-06-02 13:25:19.807226056,2026-06-02 13:25:19.807226056,RH-1,,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,tundish,2026-06-02 13:25:19.807226056,2026-06-02 13:25:19.807226056,2026-06-02 13:31:31.648438531,2026-06-02 13:35:42.221164973,TUNDISH-1,,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,mold,2026-06-02 13:35:42.221164973,2026-06-02 13:35:42.221164973,2026-06-02 13:51:53.902221127,2026-06-02 13:51:53.902221127,MOLD-1,폭변경셋업,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,cooling,2026-06-02 13:51:53.902221127,2026-06-02 13:51:53.902221127,2026-06-02 14:11:30.030330203,2026-06-02 14:11:30.030330203,COOLING-1,,2026-06-02 17:44:07.356281173
H0089,API5L,1550,240,yard,2026-06-02 14:11:30.030330203,2026-06-02 14:11:30.030330203,2026-06-02 14:18:12.873297145,2026-06-02 14:18:12.873297145,YARD-1,,2026-06-02 17:44:07.356281173
H0090,SUS304,1000,255,ld,2026-06-02 13:07:32.144386558,2026-06-02 13:07:32.144386558,2026-06-02 13:13:30.816366685,2026-06-02 13:13:30.816366685,LD-1,,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,lf_wait,2026-06-02 13:13:30.816366685,2026-06-02 13:13:30.816366685,2026-06-02 13:18:43.331271494,2026-06-02 13:18:43.331271494,LF_WAIT-2,,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,lf,2026-06-02 13:18:43.331271494,2026-06-02 13:18:43.331271494,2026-06-02 13:38:04.036157245,2026-06-02 13:38:04.036157245,LF-1,,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,tundish,2026-06-02 13:38:04.036157245,2026-06-02 13:38:04.036157245,2026-06-02 13:43:51.594801618,2026-06-02 13:51:53.902221127,TUNDISH-1,,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,mold,2026-06-02 13:51:53.902221127,2026-06-02 13:51:53.902221127,2026-06-02 14:13:33.552834977,2026-06-02 14:13:33.552834977,MOLD-1,강종전환셋업,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,cooling,2026-06-02 14:13:33.552834977,2026-06-02 14:13:33.552834977,2026-06-02 14:33:20.793196950,2026-06-02 14:33:20.793196950,COOLING-2,,2026-06-02 18:42:44.759022041
H0090,SUS304,1000,255,yard,2026-06-02 14:33:20.793196950,2026-06-02 14:33:20.793196950,2026-06-02 14:38:45.320725209,2026-06-02 14:38:45.320725209,YARD-1,,2026-06-02 18:42:44.759022041
H0091,SS400,1250,271,ld,2026-06-02 13:31:45.347656069,2026-06-02 13:31:45.347656069,2026-06-02 13:37:20.011991012,2026-06-02 13:37:20.011991012,LD-1,,2026-06-02 22:03:32.595377593
H0091,SS400,1250,271,lf_wait,2026-06-02 13:37:20.011991012,2026-06-02 13:37:20.011991012,2026-06-02 13:53:57.800310165,2026-06-02 13:53:57.800310165,LF_WAIT-1,온도조정,2026-06-02 22:03:32.595377593
H0091,SS400,1250,271,tundish,2026-06-02 13:53:57.800310165,2026-06-02 13:53:57.800310165,2026-06-02 14:00:59.571393312,2026-06-02 14:13:33.552834977,TUNDISH-1,,2026-06-02 22:03:32.595377593
H0091,SS400,1250,271,mold,2026-06-02 14:13:33.552834977,2026-06-02 14:13:33.552834977,2026-06-02 14:35:49.975155523,2026-06-02 14:35:49.975155523,MOLD-1,강종전환셋업,2026-06-02 22:03:32.595377593
H0091,SS400,1250,271,cooling,2026-06-02 14:35:49.975155523,2026-06-02 14:35:49.975155523,2026-06-02 14:57:50.326449271,2026-06-02 14:57:50.326449271,COOLING-4,,2026-06-02 22:03:32.595377593
H0091,SS400,1250,271,yard,2026-06-02 14:57:50.326449271,2026-06-02 14:57:50.326449271,2026-06-02 15:03:52.911909923,2026-06-02 15:03:52.911909923,YARD-1,,2026-06-02 22:03:32.595377593
H0092,API5L,1500,243,ld,2026-06-02 13:51:01.755596688,2026-06-02 13:51:01.755596688,2026-06-02 13:57:18.293514585,2026-06-02 13:57:18.293514585,LD-1,,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,lf_wait,2026-06-02 13:57:18.293514585,2026-06-02 13:57:18.293514585,2026-06-02 14:17:10.542434435,2026-06-02 14:17:10.542434435,LF_WAIT-3,설비점검,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,rh,2026-06-02 14:17:10.542434435,2026-06-02 14:17:10.542434435,2026-06-02 14:46:58.963700394,2026-06-02 14:46:58.963700394,RH-1,,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,tundish,2026-06-02 14:46:58.963700394,2026-06-02 14:46:58.963700394,2026-06-02 14:53:59.696393599,2026-06-02 14:53:59.696393599,TUNDISH-1,,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,mold,2026-06-02 14:53:59.696393599,2026-06-02 14:53:59.696393599,2026-06-02 15:13:39.445940932,2026-06-02 15:13:39.445940932,MOLD-1,강종전환셋업,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,cooling,2026-06-02 15:13:39.445940932,2026-06-02 15:13:39.445940932,2026-06-02 15:35:55.220481678,2026-06-02 15:35:55.220481678,COOLING-3,,2026-06-02 20:54:31.580172905
H0092,API5L,1500,243,yard,2026-06-02 15:35:55.220481678,2026-06-02 15:35:55.220481678,2026-06-02 15:42:52.987813302,2026-06-02 15:42:52.987813302,YARD-1,,2026-06-02 20:54:31.580172905
H0093,SS400,1500,261,ld,2026-06-02 14:10:40.922894819,2026-06-02 14:10:40.922894819,2026-06-02 14:17:16.164850811,2026-06-02 14:17:16.164850811,LD-1,,2026-06-02 21:57:07.868103558
H0093,SS400,1500,261,lf_wait,2026-06-02 14:17:16.164850811,2026-06-02 14:17:16.164850811,2026-06-02 14:22:43.444552806,2026-06-02 14:22:43.444552806,LF_WAIT-2,,2026-06-02 21:57:07.868103558
H0093,SS400,1500,261,tundish,2026-06-02 14:22:43.444552806,2026-06-02 14:53:59.696393599,2026-06-02 14:59:10.242547520,2026-06-02 15:13:39.445940932,TUNDISH-1,,2026-06-02 21:57:07.868103558
H0093,SS400,1500,261,mold,2026-06-02 15:13:39.445940932,2026-06-02 15:13:39.445940932,2026-06-02 15:30:29.913303378,2026-06-02 15:30:29.913303378,MOLD-1,강종전환셋업,2026-06-02 21:57:07.868103558
H0093,SS400,1500,261,cooling,2026-06-02 15:30:29.913303378,2026-06-02 15:30:29.913303378,2026-06-02 15:46:53.331606885,2026-06-02 15:46:53.331606885,COOLING-1,,2026-06-02 21:57:07.868103558
H0093,SS400,1500,261,yard,2026-06-02 15:46:53.331606885,2026-06-02 15:46:53.331606885,2026-06-02 15:52:58.425953827,2026-06-02 15:52:58.425953827,YARD-1,,2026-06-02 21:57:07.868103558
H0094,API5L,1600,294,ld,2026-06-02 14:33:54.576503745,2026-06-02 14:33:54.576503745,2026-06-02 14:40:15.266886209,2026-06-02 14:40:15.266886209,LD-1,,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,lf_wait,2026-06-02 14:40:15.266886209,2026-06-02 14:40:15.266886209,2026-06-02 14:47:44.996579259,2026-06-02 14:47:44.996579259,LF_WAIT-1,,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,rh,2026-06-02 14:47:44.996579259,2026-06-02 14:47:44.996579259,2026-06-02 15:11:46.047650341,2026-06-02 15:11:46.047650341,RH-1,,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,tundish,2026-06-02 15:11:46.047650341,2026-06-02 15:13:39.445940932,2026-06-02 15:19:51.637489542,2026-06-02 15:30:29.913303378,TUNDISH-1,,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,mold,2026-06-02 15:30:29.913303378,2026-06-02 15:30:29.913303378,2026-06-02 15:53:22.552678080,2026-06-02 15:53:22.552678080,MOLD-1,강종전환셋업,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,cooling,2026-06-02 15:53:22.552678080,2026-06-02 15:53:22.552678080,2026-06-02 16:13:34.634902373,2026-06-02 16:13:34.634902373,COOLING-2,,2026-06-02 22:47:59.321518223
H0094,API5L,1600,294,yard,2026-06-02 16:13:34.634902373,2026-06-02 16:13:34.634902373,2026-06-02 16:19:18.703056766,2026-06-02 16:19:18.703056766,YARD-1,,2026-06-02 22:47:59.321518223
H0095,API5L,1250,271,ld,2026-06-02 14:53:11.639798685,2026-06-02 14:53:11.639798685,2026-06-02 15:00:39.085281377,2026-06-02 15:00:39.085281377,LD-1,,2026-06-03 00:32:07.727599358
